n_sources,ks,coherence_length_over_spacing,raw_coherence_availability,radiating_phase_steerability,radiating_covariance_gain,phase_ablation_rmse_db,dominant_mechanism
7,0.1467799267622069,2.154434690031882,0.7068798480259889,0.682123420516444,3.0802527989517756,0.09210007074746003,mixed
7,0.1467799267622069,3.1622776601683795,0.7829739575338415,0.7413167283006362,3.765153758644933,0.12385058892259633,mixed
7,0.1467799267622069,4.6415888336127775,0.8332992662778405,0.7804879937453256,4.41737084512781,0.15176228882379375,mixed
7,0.1467799267622069,6.812920690579608,0.8657267852616342,0.8061857445498528,4.985753133955268,0.17414729409257815,mixed
7,0.1467799267622069,10.0,0.8864854089197354,0.8230806055660084,5.447805057680678,0.1910753504245054,mixed
7,0.1467799267622069,14.67799267622069,0.8998433876228871,0.8342575384764015,5.804384899926269,0.20341145511831937,mixed
7,0.1467799267622069,21.54434690031882,0.9085269029829269,0.8417023538314409,6.069390442452333,0.21219331009938658,mixed
7,0.1467799267622069,31.622776601683793,0.914233111584836,0.8466908920313527,6.261139409830972,0.21835212016508385,mixed
7,0.1467799267622069,46.41588833612777,0.9180184637076214,0.8500493192211169,6.397306797860847,0.22262968465275906,mixed
7,0.1467799267622069,68.12920690579608,0.9205484749760577,0.8523182723464336,6.492754401158699,0.22558180074171758,mixed
7,0.1467799267622069,100.0,0.922249002226468,0.8538550801231607,6.559061559908493,0.22761059896472413,mixed
7,0.21544346900318834,0.01,4.870722786029202e-44,6.477619651633065e-44,1.0,0.0,incoherent_mixer
7,0.21544346900318834,0.014677992676220698,3.379893277835657e-30,4.494951587006514e-30,1.0,0.0,incoherent_mixer
7,0.21544346900318834,0.021544346900318832,9.096564976156616e-21,1.2097606585396812e-20,1.0,0.0,incoherent_mixer
7,0.21544346900318834,0.03162277660168379,2.417932776681587e-14,3.2156313464369245e-14,1.0000000000000313,1.1434615265925029e-15,incoherent_mixer
7,0.21544346900318834,0.046415888336127774,5.760373290509177e-10,7.660774150293904e-10,1.0000000007454353,4.6612650336184767e-11,incoherent_mixer
7,0.21544346900318834,0.06812920690579612,5.526757106138364e-07,7.350082998273409e-07,1.0000007152038746,4.4723423256853466e-08,incoherent_mixer
7,0.21544346900318834,0.1,5.944246128382294e-05,7.90498296427342e-05,1.0000769257916566,4.810528267858485e-06,incoherent_mixer
7,0.21544346900318834,0.1467799267622069,0.0014395525070505517,0.001912568629221024,1.001864538038468,0.0001166965396625198,incoherent_mixer
7,0.21544346900318834,0.21544346900318834,0.01262430272491787,0.016644292335477862,1.0164650796233805,0.0010375828314443992,incoherent_mixer
7,0.21544346900318834,0.31622776601683794,0.0553782666433955,0.07097715153612524,1.0742418627091976,0.00480377130163019,mixed
7,0.21544346900318834,0.46415888336127775,0.15094677357609015,0.18262532845924845,1.2165535045098377,0.014888663866591014,mixed
7,0.21544346900318834,0.6812920690579611,0.2948763522894174,0.33119486140741056,1.4776233923408724,0.036136199634219,mixed
7,0.21544346900318834,1.0,0.455167734961103,0.4775454038899506,1.8749584951332643,0.07387901347244458,mixed
7,0.21544346900318834,1.467799267622069,0.5977816110856276,0.5966171154533187,2.4019580978014266,0.12972513427708318,mixed
7,0.21544346900318834,2.154434690031882,0.7068798480259889,0.6830181031102031,3.020526409714736,0.1974281767723409,mixed
7,0.21544346900318834,3.1622776601683795,0.7829739575338415,0.7418684531668296,3.667433948969957,0.2660684959886794,mixed
7,0.21544346900318834,4.6415888336127775,0.8332992662778405,0.7808034310151718,4.277334201318351,0.3268559010369489,mixed
7,0.21544346900318834,6.812920690579608,0.8657267852616342,0.8063505795829374,4.804772745060733,0.37594325069837276,mixed
7,0.21544346900318834,10.0,0.8864854089197354,0.8231515155497617,5.2311391508456495,0.41327653800342146,mixed
7,0.21544346900318834,14.67799267622069,0.8998433876228871,0.8342696204673969,5.558867550918675,0.4406028591172568,mixed
7,0.21544346900318834,21.54434690031882,0.9085269029829269,0.8416770703119193,5.801751144506997,0.46011947758758465,mixed
7,0.21544346900318834,31.622776601683793,0.914233111584836,0.8466414993625029,5.977153300159521,0.4738387983022657,mixed
7,0.21544346900318834,46.41588833612777,0.9180184637076214,0.8499841515124885,6.101546162853171,0.4833832461528695,mixed
7,0.21544346900318834,68.12920690579608,0.9205484749760577,0.8522426662009313,6.188660509926821,0.4899778544316606,mixed
7,0.21544346900318834,100.0,0.922249002226468,0.8537725078509035,6.249140655368253,0.494513525203017,mixed
7,0.31622776601683794,0.01,4.870722786029202e-44,6.534072566094977e-44,1.0,0.0,incoherent_mixer
7,0.31622776601683794,0.014677992676220698,3.379893277835657e-30,4.5341254087340275e-30,1.0,0.0,incoherent_mixer
7,0.31622776601683794,0.021544346900318832,9.096564976156616e-21,1.2203038084386888e-20,1.0,0.0,incoherent_mixer
7,0.31622776601683794,0.03162277660168379,2.417932776681587e-14,3.243655801576966e-14,1.0000000000000306,2.137182309655656e-15,incoherent_mixer
7,0.31622776601683794,0.046415888336127774,5.760373290509177e-10,7.727538340020982e-10,1.000000000735369,1.0005085973994245e-10,incoherent_mixer
7,0.31622776601683794,0.06812920690579612,5.526757106138364e-07,7.414139433377597e-07,1.0000007055458775,9.599457209617353e-08,incoherent_mixer
7,0.31622776601683794,0.1,5.944246128382294e-05,7.97386859505264e-05,1.0000758868843542,1.0325332752441561e-05,incoherent_mixer
7,0.31622776601683794,0.1467799267622069,0.0014395525070505517,0.0019291966479544917,1.0018392920666126,0.00025047307675044587,incoherent_mixer
7,0.31622776601683794,0.21544346900318834,0.01262430272491787,0.016786296208042534,1.0162374489549857,0.002226683416838979,incoherent_mixer
7,0.31622776601683794,0.31622776601683794,0.0553782666433955,0.0715394258792297,1.0731302583460165,0.01030259989160012,mixed
7,0.31622776601683794,0.46415888336127775,0.15094677357609015,0.18383252253871163,1.2126716098003953,0.03188109596423251,mixed
7,0.31622776601683794,0.6812920690579611,0.2948763522894174,0.3327610544754785,1.4662918705010628,0.07716141502797003,mixed
