theta_deg,model_normalized,analytic_normalized,abs_error
-24.500000000000004,9.829909225158695e-05,9.829909225158681e-05,1.3552527156068805e-19
-24.249999999999993,1.7441029100840172e-08,1.7441029100839997e-08,1.7536228986124187e-22
-23.999999999999996,9.709421753921379e-05,9.709421753921439e-05,5.963111948670274e-19
-23.75,0.0004015867601634862,0.0004015867601634859,2.710505431213761e-19
-23.5,0.0009255484011124526,0.0009255484011124507,1.951563910473908e-18
-23.250000000000004,0.0016809973878414328,0.001680997387841432,8.673617379884035e-19
-22.999999999999993,0.0026798849298869227,0.002679884929886923,4.336808689942018e-19
-22.749999999999996,0.0039340624424424615,0.00393406244244246,1.734723475976807e-18
-22.5,0.00545524806275448,0.005455248062754481,8.673617379884035e-19
-22.250000000000004,0.007254992520040676,0.007254992520040674,2.6020852139652106e-18
-21.999999999999993,0.009344644444100318,0.009344644444100322,3.469446951953614e-18
-21.749999999999996,0.011735315202070653,0.01173531520207065,3.469446951953614e-18
-21.5,0.014437843356866927,0.014437843356866919,8.673617379884035e-18
-21.25,0.017462758844701415,0.01746275884470141,3.469446951953614e-18
-21.000000000000004,0.020820246972692243,0.020820246972692233,1.0408340855860843e-17
-20.749999999999993,0.02452011234092003,0.02452011234092003,0.0
-20.499999999999996,0.02857174279635103,0.028571742796351034,3.469446951953614e-18
-20.25,0.032984073528803864,0.032984073528803864,0.0
-20.000000000000004,0.03776555142156294,0.03776555142156294,0.0
-19.749999999999993,0.042924099771333435,0.042924099771333435,0.0
-19.499999999999996,0.04846708349395596,0.04846708349395595,1.3877787807814457e-17
-19.25,0.05440127493365748,0.05440127493365746,1.3877787807814457e-17
-19.0,0.060732820394564756,0.060732820394564735,2.0816681711721685e-17
-18.750000000000004,0.0674672075137715,0.06746720751377153,2.7755575615628914e-17
-18.499999999999993,0.07460923359538651,0.0746092335953865,1.3877787807814457e-17
-18.249999999999996,0.0821629750246974,0.08216297502469742,2.7755575615628914e-17
-18.0,0.09013175788087119,0.09013175788087117,1.3877787807814457e-17
-17.750000000000004,0.09851812986542506,0.09851812986542507,1.3877787807814457e-17
-17.499999999999993,0.10732383366210012,0.10732383366210012,0.0
-17.249999999999996,0.11654978184168188,0.11654978184168184,4.163336342344337e-17
-17.0,0.12619603342279315,0.12619603342279315,0.0
-16.75,0.13626177219668334,0.1362617721966833,2.7755575615628914e-17
-16.500000000000004,0.1467452869206054,0.14674528692060537,2.7755575615628914e-17
-16.249999999999993,0.15764395348047308,0.15764395348047308,0.0
-15.999999999999996,0.16895421911914021,0.16895421911914016,5.551115123125783e-17
-15.75,0.18067158882187967,0.1806715888218797,2.7755575615628914e-17
-15.500000000000004,0.192790613945403,0.19279061394540295,5.551115123125783e-17
-15.249999999999993,0.20530488317115053,0.20530488317115048,5.551115123125783e-17
-14.999999999999996,0.21820701585753347,0.2182070158575335,2.7755575615628914e-17
-14.749999999999998,0.23148865785939632,0.23148865785939635,2.7755575615628914e-17
-14.500000000000002,0.2451404798761468,0.24514047987614684,5.551115123125783e-17
-14.250000000000004,0.2591521783828755,0.25915217838287546,5.551115123125783e-17
-13.999999999999995,0.27351247919128324,0.27351247919128313,1.1102230246251565e-16
-13.749999999999996,0.2882091436794497,0.28820914367944966,5.551115123125783e-17
-13.5,0.3032289777214071,0.30322897772140717,5.551115123125783e-17
-13.250000000000004,0.3185578433391248,0.31855784333912474,5.551115123125783e-17
-12.999999999999993,0.33418067309097704,0.3341806730909769,1.6653345369377348e-16
-12.749999999999996,0.35008148720196747,0.35008148720196736,1.1102230246251565e-16
-12.499999999999998,0.36624341343208605,0.36624341343208605,0.0
-12.250000000000002,0.3826487096700586,0.3826487096700586,0.0
-12.000000000000004,0.3992787892306078,0.3992787892306076,1.6653345369377348e-16
-11.749999999999995,0.4161142488240783,0.4161142488240784,5.551115123125783e-17
-11.499999999999996,0.43313489915799364,0.43313489915799364,0.0
-11.25,0.45031979812084627,0.4503197981208464,1.1102230246251565e-16
-11.000000000000004,0.46764728648914944,0.46764728648914955,1.1102230246251565e-16
-10.749999999999993,0.4850950260896315,0.4850950260896317,1.6653345369377348e-16
-10.499999999999996,0.5026400403393712,0.502640040339371,1.1102230246251565e-16
-10.249999999999998,0.5202587570777748,0.5202587570777747,1.1102230246251565e-16
-10.000000000000002,0.5379270535955444,0.5379270535955443,1.1102230246251565e-16
-9.750000000000004,0.5556203037572904,0.5556203037572903,1.1102230246251565e-16
-9.499999999999995,0.573313427106185,0.5733134271061852,1.1102230246251565e-16
-9.249999999999996,0.5909809398310855,0.5909809398310856,1.1102230246251565e-16
-9.0,0.6085970074689405,0.6085970074689402,3.3306690738754696e-16
-8.750000000000004,0.6261354992079933,0.626135499207993,2.220446049250313e-16
-8.499999999999993,0.6435700436504518,0.6435700436504518,0.0
-8.249999999999996,0.6608740858868173,0.6608740858868174,1.1102230246251565e-16
-7.999999999999998,0.6780209457280926,0.6780209457280922,3.3306690738754696e-16
-7.750000000000002,0.6949838769365588,0.6949838769365587,1.1102230246251565e-16
-7.500000000000004,0.7117361272908342,0.7117361272908342,0.0
-7.249999999999995,0.7282509993164565,0.7282509993164564,1.1102230246251565e-16
-6.999999999999997,0.7445019115093257,0.7445019115093255,1.1102230246251565e-16
-6.75,0.7604624598760515,0.7604624598760517,1.1102230246251565e-16
-6.500000000000003,0.7761064796124872,0.7761064796124872,0.0
-6.249999999999993,0.7914081067396698,0.7914081067396697,1.1102230246251565e-16
-5.999999999999996,0.8063418395148869,0.8063418395148868,1.1102230246251565e-16
-5.749999999999998,0.8208825994347737,0.8208825994347738,1.1102230246251565e-16
-5.500000000000002,0.835005791647143,0.8350057916471431,1.1102230246251565e-16
-5.250000000000004,0.8486873645887439,0.8486873645887438,1.1102230246251565e-16
-4.999999999999995,0.861903868667265,0.8619038686672648,2.220446049250313e-16
-4.749999999999997,0.8746325138076927,0.8746325138076929,2.220446049250313e-16
-4.5,0.8868512256855925,0.8868512256855924,1.1102230246251565e-16
-4.250000000000003,0.8985387004729664,0.8985387004729664,0.0
-3.999999999999993,0.9096744579261163,0.9096744579261165,1.1102230246251565e-16
-3.7499999999999956,0.9202388926492892,0.9202388926492889,2.220446049250313e-16
-3.4999999999999987,0.9302133233729234,0.9302133233729233,1.1102230246251565e-16
-3.2500000000000013,0.939580040090887,0.939580040090887,0.0
-3.0000000000000044,0.9483223489073244,0.9483223489073245,1.1102230246251565e-16
-2.7499999999999942,0.9564246144504659,0.9564246144504653,5.551115123125783e-16
-2.4999999999999973,0.9638722997180779,0.9638722997180773,5.551115123125783e-16
-2.25,0.9706520032270346,0.9706520032270345,1.1102230246251565e-16
-2.0000000000000027,0.976751493347805,0.9767514933478051,1.1102230246251565e-16
-1.749999999999993,0.9821597397134092,0.9821597397134092,0.0
-1.4999999999999958,0.9868669416015924,0.9868669416015924,0.0
-1.2499999999999987,0.9908645531985347,0.9908645531985346,1.1102230246251565e-16
-1.0000000000000013,0.9941453056623466,0.9941453056623467,1.1102230246251565e-16
-0.7500000000000042,0.9967032259148563,0.9967032259148564,1.1102230246251565e-16
-0.49999999999999434,0.9985336521007027,0.9985336521007024,2.220446049250313e-16
-0.24999999999999717,0.9996332456635272,0.9996332456635267,4.440892098500626e-16
0.0,1.0,1.0,0.0
0.24999999999999717,0.9996332456635272,0.9996332456635267,4.440892098500626e-16
0.5000000000000071,0.9985336521007024,0.9985336521007024,0.0
0.7500000000000042,0.9967032259148563,0.9967032259148564,1.1102230246251565e-16
1.0000000000000013,0.9941453056623466,0.9941453056623467,1.1102230246251565e-16
1.2499999999999987,0.9908645531985347,0.9908645531985346,1.1102230246251565e-16
1.4999999999999958,0.9868669416015924,0.9868669416015924,0.0
1.7500000000000056,0.9821597397134092,0.9821597397134092,0.0
2.0000000000000027,0.976751493347805,0.9767514933478051,1.1102230246251565e-16
2.25,0.9706520032270346,0.9706520032270345,1.1102230246251565e-16
2.4999999999999973,0.9638722997180779,0.9638722997180773,5.551115123125783e-16
2.750000000000007,0.9564246144504653,0.9564246144504653,0.0
3.0000000000000044,0.9483223489073244,0.9483223489073245,1.1102230246251565e-16
3.2500000000000013,0.939580040090887,0.939580040090887,0.0
3.4999999999999987,0.9302133233729234,0.9302133233729233,1.1102230246251565e-16
3.7499999999999956,0.9202388926492892,0.9202388926492889,2.220446049250313e-16
4.000000000000005,0.9096744579261158,0.9096744579261156,2.220446049250313e-16
4.250000000000003,0.8985387004729664,0.8985387004729664,0.0
4.5,0.8868512256855925,0.8868512256855924,1.1102230246251565e-16
4.749999999999997,0.8746325138076927,0.8746325138076929,2.220446049250313e-16
5.000000000000007,0.8619038686672643,0.8619038686672644,1.1102230246251565e-16
5.250000000000004,0.8486873645887439,0.8486873645887438,1.1102230246251565e-16
5.500000000000002,0.835005791647143,0.8350057916471431,1.1102230246251565e-16
5.749999999999998,0.8208825994347737,0.8208825994347738,1.1102230246251565e-16
6.000000000000009,0.8063418395148861,0.8063418395148858,3.3306690738754696e-16
6.250000000000005,0.791408106739669,0.7914081067396693,3.3306690738754696e-16
6.500000000000003,0.7761064796124872,0.7761064796124872,0.0
6.75,0.7604624598760515,0.7604624598760517,1.1102230246251565e-16
6.999999999999997,0.7445019115093257,0.7445019115093255,1.1102230246251565e-16
7.250000000000007,0.7282509993164555,0.7282509993164554,1.1102230246251565e-16
7.500000000000004,0.7117361272908342,0.7117361272908342,0.0
7.750000000000002,0.6949838769365588,0.6949838769365587,1.1102230246251565e-16
7.999999999999998,0.6780209457280926,0.6780209457280922,3.3306690738754696e-16
8.250000000000009,0.6608740858868165,0.6608740858868164,1.1102230246251565e-16
8.500000000000005,0.643570043650451,0.6435700436504509,1.1102230246251565e-16
8.750000000000004,0.6261354992079933,0.626135499207993,2.220446049250313e-16
9.0,0.6085970074689405,0.6085970074689402,3.3306690738754696e-16
